2021年10月20日17时46分46秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=8c5d9516961b45e6b2ec7814398c53b0&simulatorId=352746020104537 &otherNick=%E7%88%B1%E7%94%9F%E6%B4%BB%EF%BC%8C&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时17分59秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010305022787858  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时17分59秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时17分59秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=944&newNickName=%E9%97%A8%E5%BC%80%E4%BA%8698786y78  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分59秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2466&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":2466,"userId":"944"}}
2021年10月20日17时17分58秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时17分58秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=ea50608d424e41caafb2a1ac05aad838&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分54秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时17分54秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时17分54秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时17分54秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时17分52秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":-1,"message":"加入失败","data":[]}
2021年10月20日17时17分52秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010306028824190  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时17分52秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010306028824190  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时17分52秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=146&newNickName=%E7%90%AA%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分52秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=6339&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":{"goldCoin":6339,"userId":"146"}}
2021年10月20日17时17分52秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时17分52秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时17分52秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时17分52秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时17分52秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=352746020104537  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时17分52秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=352746020104537  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时17分52秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=352746020104537  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时17分52秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010306028824190  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时17分52秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=6c876b9d2b4c4aeabbe833cecb55e413&result=1&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分52秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=320&newNickName=5201314qww  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分52秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=6093&simulatorId=352746020104537  return:{"code":0,"message":"操作成功","data":{"goldCoin":6093,"userId":"320"}}
2021年10月20日17时17分51秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=352746020104537  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时17分51秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=cdf6d7d407ad48c4a953327091a92451&result=0&simulatorId=352746020104537  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分28秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时17分28秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时17分28秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=ea50608d424e41caafb2a1ac05aad838&simulatorId=010305022787858&otherNick=%E7%B2%BE%E7%81%B5399&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时17分28秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"ea50608d424e41caafb2a1ac05aad838"}
2021年10月20日17时17分26秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时17分26秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=869394025989812  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时17分26秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=cdf6d7d407ad48c4a953327091a92451&simulatorId=352746020104537&otherNick=%E7%90%AA%E5%84%BF&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你是下分号，你输","data":"lose"}
2021年10月20日17时17分25秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=6c876b9d2b4c4aeabbe833cecb55e413&simulatorId=010306028824190&otherNick=5201314qww&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你是上分号，你赢","data":"win"}
2021年10月20日17时17分25秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=352746020104537  return:{"code":0,"message":"获取局id成功","data":"cdf6d7d407ad48c4a953327091a92451"}
2021年10月20日17时17分25秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010306028824190  return:{"code":0,"message":"获取局id成功","data":"6c876b9d2b4c4aeabbe833cecb55e413"}
2021年10月20日17时17分18秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时17分18秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时17分18秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时17分18秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时17分16秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":-1,"message":"加入失败","data":[]}
2021年10月20日17时17分16秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时17分16秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时17分16秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=243&newNickName=%E6%97%A0%E8%B5%96%E7%BE%A4  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分16秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=3078&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":3078,"userId":"243"}}
2021年10月20日17时17分16秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=869394025989812  return:{"code":-1,"message":"加入失败","data":[]}
2021年10月20日17时17分16秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=869394025989812  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时17分16秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=869394025989812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时17分16秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=276&newNickName=JHJ55696  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分16秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时17分16秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=7053&simulatorId=869394025989812  return:{"code":0,"message":"操作成功","data":{"goldCoin":7053,"userId":"276"}}
2021年10月20日17时17分16秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时17分16秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时17分16秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=60fcd44cf33245e488d3c2214711fb86&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分15秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时17分15秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时17分15秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010305022787858  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时17分15秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010305022787858  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时17分15秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=869394025989812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时17分15秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时17分15秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=ef5e4dc556b546dda24f3ae09b557808&result=0&simulatorId=869394025989812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分15秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=944&newNickName=%E9%97%A8%E5%BC%80%E4%BA%8698786y78  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时17分15秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2310&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":2310,"userId":"944"}}
2021年10月20日17时17分15秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时17分15秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=342ef2ecf16e46c384d3d3b9d3779857&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时16分44秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时16分44秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时16分42秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=352746020104537  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时16分42秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=60fcd44cf33245e488d3c2214711fb86&simulatorId=010139026475479&otherNick=JHJ55696&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你是上分号，你赢","data":"win"}
2021年10月20日17时16分42秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=ef5e4dc556b546dda24f3ae09b557808&simulatorId=869394025989812&otherNick=%E6%97%A0%E8%B5%96%E7%BE%A4&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你是下分号，你输","data":"lose"}
2021年10月20日17时16分42秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"60fcd44cf33245e488d3c2214711fb86"}
2021年10月20日17时16分42秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时16分42秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=342ef2ecf16e46c384d3d3b9d3779857&simulatorId=010305022787858&otherNick=%E8%8E%AB%E9%BB%84%E9%9C%B2&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时16分42秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=869394025989812  return:{"code":0,"message":"获取局id成功","data":"ef5e4dc556b546dda24f3ae09b557808"}
2021年10月20日17时16分42秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"342ef2ecf16e46c384d3d3b9d3779857"}
2021年10月20日17时16分34秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时16分34秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时16分34秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时16分34秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时16分32秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=352746020104537  return:{"code":-1,"message":"加入失败","data":[]}
2021年10月20日17时16分32秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=352746020104537  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时16分32秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=352746020104537  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时16分32秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=320&newNickName=5201314qww  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时16分32秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=6191&simulatorId=352746020104537  return:{"code":0,"message":"操作成功","data":{"goldCoin":6191,"userId":"320"}}
2021年10月20日17时16分32秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时16分32秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时16分32秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时16分32秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时16分32秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":-1,"message":"加入失败","data":[]}
2021年10月20日17时16分32秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010306028824190  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时16分31秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=869394025989812  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时16分31秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010306028824190  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时16分31秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=869394025989812  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时16分31秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=146&newNickName=%E7%90%AA%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时16分31秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=869394025989812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时16分31秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=352746020104537  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时16分31秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=6245&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":{"goldCoin":6245,"userId":"146"}}
2021年10月20日17时16分31秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=276&newNickName=JHJ55696  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时16分31秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=962679c111774f61abd2d18deadadf4e&result=1&simulatorId=352746020104537  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时16分31秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=7233&simulatorId=869394025989812  return:{"code":0,"message":"操作成功","data":{"goldCoin":7233,"userId":"276"}}
2021年10月20日17时16分31秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010306028824190  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时16分31秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=2b14de323a9f40a59f8b515ca16d652d&result=0&simulatorId=010306028824190  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时16分31秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=869394025989812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时16分31秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=e185216794f4420aa7842ac47c24a30b&result=1&simulatorId=869394025989812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时16分	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时16分	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"人数不够，当前人数：2","data":[]}
2021年10月20日17时15分58秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时15分58秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=2b14de323a9f40a59f8b515ca16d652d&simulatorId=010306028824190&otherNick=JHJ55696&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你是下分号，你输","data":"lose"}
2021年10月20日17时15分57秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010305022787858  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时15分57秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010306028824190  return:{"code":0,"message":"获取局id成功","data":"2b14de323a9f40a59f8b515ca16d652d"}
2021年10月20日17时15分57秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=e185216794f4420aa7842ac47c24a30b&simulatorId=869394025989812&otherNick=%E7%90%AA%E5%84%BF&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你是上分号，你赢","data":"win"}
2021年10月20日17时15分57秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=962679c111774f61abd2d18deadadf4e&simulatorId=352746020104537&otherNick=%E6%89%A9%E7%A0%96%E5%86%85%E8%97%A4%E9%98%B3%E5%AD%90&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月20日17时15分57秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=869394025989812  return:{"code":0,"message":"获取局id成功","data":"e185216794f4420aa7842ac47c24a30b"}
2021年10月20日17时15分57秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=352746020104537  return:{"code":0,"message":"获取局id成功","data":"962679c111774f61abd2d18deadadf4e"}
2021年10月20日17时15分50秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时15分49秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时15分49秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":0,"message":"可以报名","data":[]}
2021年10月20日17时15分49秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010306028824190  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时15分49秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010139026475479  return:{"code":-1,"message":"加入失败","data":[]}
2021年10月20日17时15分49秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010139026475479  return:{"code":0,"message":"joinGroup","data":[]}
2021年10月20日17时15分49秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月20日17时15分49秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=243&newNickName=%E6%97%A0%E8%B5%96%E7%BE%A4  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时15分49秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2902&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":2902,"userId":"243"}}
2021年10月20日17时15分48秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月20日17时15分48秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=a935721e3e76418aa7c5a6e029ca5fd1&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月20日17时15分47秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时15分47秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：2","data":[]}
2021年10月20日17时15分47秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=869394025989812  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：1","data":[]}
2021年10月20日17时15分47秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=352746020104537  return:{"code":-1,"message":"等待大家一起报名，当前请求报名的人数：0","data":[]}
2021年10月20日17时15分47秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010305022787858  return:{"code":-1,"message":"加入失败","data":[]}
2021年10月20日17时15分47秒	api_申请加入二麻小组  url:http://192.168.10.22:8003/api/user/joinGroup?simulatorId=010306028824190  return:{"code":0,"message":"加入成功","data":[]}
2021年10月20日17时15分47秒	api_通知服务器进入二麻场  url:http://192.168.10.22:8003/api/user/noticy?simulatorId=010305022787858  return:{"code":0,"message":"joinGroup","data":[]}
