2021年10月22日0时59分32秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=82565d708ce24a539392f62ac2ac32ca&simulatorId=010139026475479 &otherNick=%E6%9F%A0%E6%AA%AC%E9%80%89%E6%8B%A9%E8%8C%89%E8%8E%89&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时31分2秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"0fd1e3e03c2641a99870c33eaffff4ca"}
2021年10月22日0时31分1秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=1a5c65f4df1f47f5827b22b66364ab88&simulatorId=010139026475479&otherNick=%E7%B4%AB&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时31分	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"1a5c65f4df1f47f5827b22b66364ab88"}
2021年10月22日0时30分53秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时30分53秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时30分52秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时30分52秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时30分51秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时30分51秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时30分51秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2677&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":2677,"userId":"467"}}
2021年10月22日0时30分50秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时30分50秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=6c3d4e5a5a5549eaa9d645c19048ec56&result=0&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时30分50秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时30分50秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时30分50秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30485&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30485,"userId":"256"}}
2021年10月22日0时30分50秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时30分50秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=4da91f6ce084470493869315f029eaa2&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时30分6秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时30分6秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时30分3秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时30分3秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=4da91f6ce084470493869315f029eaa2&simulatorId=010305022787858&otherNick=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时30分3秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时30分3秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=19081&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":19081,"userId":"167"}}
2021年10月22日0时30分3秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"4da91f6ce084470493869315f029eaa2"}
2021年10月22日0时30分3秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=6c3d4e5a5a5549eaa9d645c19048ec56&simulatorId=358523023260812&otherNick=mbqi341276&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月22日0时30分3秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=358523023260812  return:{"code":0,"message":"获取局id成功","data":"6c3d4e5a5a5549eaa9d645c19048ec56"}
2021年10月22日0时30分2秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时30分2秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=18e2ab201e9c434fb0045c0d19e5156e&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分55秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时29分55秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时29分55秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时29分52秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时29分52秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分52秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30419&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30419,"userId":"256"}}
2021年10月22日0时29分52秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时29分52秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时29分52秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=72ca3f6e77f64e9ca4798e81ee4ebb9a&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分51秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时29分50秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时29分50秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：0","data":[]}
2021年10月22日0时29分47秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时29分47秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分47秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2747&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":2747,"userId":"467"}}
2021年10月22日0时29分47秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时29分47秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=51dbe10d151a4c2dbe9ebf27af5267f5&result=1&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分29秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=18e2ab201e9c434fb0045c0d19e5156e&simulatorId=010139026475479&otherNick=%E5%A6%B9%E6%A9%99%E8%AE%B8%E4%BA%BA&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时29分28秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"18e2ab201e9c434fb0045c0d19e5156e"}
2021年10月22日0时29分27秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=72ca3f6e77f64e9ca4798e81ee4ebb9a&simulatorId=010305022787858&otherNick=%E6%96%87%E5%BF%83%E6%97%A0%E6%84%A7&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时29分27秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"72ca3f6e77f64e9ca4798e81ee4ebb9a"}
2021年10月22日0时29分27秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=51dbe10d151a4c2dbe9ebf27af5267f5&simulatorId=358523023260812&otherNick=%E7%A2%A7%E9%98%B3%E6%B7%A1%E5%A4%8F&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时29分26秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=358523023260812  return:{"code":0,"message":"获取局id成功","data":"51dbe10d151a4c2dbe9ebf27af5267f5"}
2021年10月22日0时29分19秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时29分19秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时29分18秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时29分17秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时29分17秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分17秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=18913&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":18913,"userId":"167"}}
2021年10月22日0时29分16秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时29分16秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时29分16秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=114903fbe9564cb2957c57dfbffbabd2&result=1&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分16秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分16秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2667&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":2667,"userId":"467"}}
2021年10月22日0时29分16秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时29分16秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=b06f4ad28dbd45e89c9a3e6d44299f61&result=0&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分15秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时29分15秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时29分15秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30247&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30247,"userId":"256"}}
2021年10月22日0时29分15秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时29分15秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=78ae6b6e5c3c4baa893e4fc2ccdd295f&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时28分35秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=78ae6b6e5c3c4baa893e4fc2ccdd295f&simulatorId=010305022787858&otherNick=%E5%8E%8B%E6%9A%96%E5%A5%B3%E7%A7%B0%E5%8F%91&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时28分35秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"78ae6b6e5c3c4baa893e4fc2ccdd295f"}
2021年10月22日0时28分27秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=b06f4ad28dbd45e89c9a3e6d44299f61&simulatorId=358523023260812&otherNick=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月22日0时28分27秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=114903fbe9564cb2957c57dfbffbabd2&simulatorId=010139026475479&otherNick=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时28分27秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=358523023260812  return:{"code":0,"message":"获取局id成功","data":"b06f4ad28dbd45e89c9a3e6d44299f61"}
2021年10月22日0时28分27秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"114903fbe9564cb2957c57dfbffbabd2"}
2021年10月22日0时28分27秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时28分24秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时28分24秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时28分24秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30121&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30121,"userId":"256"}}
2021年10月22日0时28分24秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时28分24秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=64f940b038a0483b9f9c15deafd3740e&result=0&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时28分19秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时28分19秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时28分19秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时28分19秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时28分18秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时28分16秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=358523023260812  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时28分16秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=467&newNickName=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时28分16秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=2729&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":{"goldCoin":2729,"userId":"467"}}
2021年10月22日0时28分16秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010139026475479  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时28分16秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=167&newNickName=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时28分15秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=18855&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":{"goldCoin":18855,"userId":"167"}}
2021年10月22日0时28分15秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=358523023260812  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时28分15秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=f6ba4a9fb6624ef7a35a21a63ee71c98&result=1&simulatorId=358523023260812  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时28分15秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010139026475479  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时28分15秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=d948482e4dc84f48a6d80933cf58b5c6&result=0&simulatorId=010139026475479  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时27分38秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=64f940b038a0483b9f9c15deafd3740e&simulatorId=010305022787858&otherNick=%E8%B5%9E%E8%A4%AA%E7%BA%A2%E9%A3%8E&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时27分38秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"64f940b038a0483b9f9c15deafd3740e"}
2021年10月22日0时27分30秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时27分26秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时27分26秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时27分24秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
2021年10月22日0时27分24秒	api_更新昵称  url:http://192.168.10.22:8003/api/user/updateNickName?userId=256&newNickName=mbqi341276  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时27分23秒	api_更新金币数  url:http://192.168.10.22:8003/api/user/goldCoin?goldCoin=30255&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":{"goldCoin":30255,"userId":"256"}}
2021年10月22日0时27分23秒	api_询问是否继续打二麻  url:http://192.168.10.22:8003/api/user/again?&simulatorId=010305022787858  return:{"code":0,"message":"可以继续打","data":"success"}
2021年10月22日0时27分23秒	api_提交对局结果  url:http://192.168.10.22:8003/api/user/matchPlayResult2?matchId=10850b65b50c496295eb8ae3bcbfdeb9&result=1&simulatorId=010305022787858  return:{"code":0,"message":"操作成功","data":[]}
2021年10月22日0时26分50秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=d948482e4dc84f48a6d80933cf58b5c6&simulatorId=010139026475479&otherNick=%E5%BB%BA%E5%AE%81%E5%85%AC%E4%B8%BB&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币多，你赢","data":"win"}
2021年10月22日0时26分50秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=f6ba4a9fb6624ef7a35a21a63ee71c98&simulatorId=358523023260812&otherNick=%E6%B8%85%E6%B8%85%E9%9F%B5%E5%84%BF&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"你金币少，你输","data":"lose"}
2021年10月22日0时26分50秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010139026475479  return:{"code":0,"message":"获取局id成功","data":"d948482e4dc84f48a6d80933cf58b5c6"}
2021年10月22日0时26分49秒	api_提交本局基本信息  url:http://192.168.10.22:8003/api/user/matchBaseInfo2?&matchId=10850b65b50c496295eb8ae3bcbfdeb9&simulatorId=010305022787858&otherNick=%E7%83%9F%E7%84%B6%E6%8A%B9%E8%87%AA%E6%98%8E&jsonMe=-1&type=1&jsonLandlord=-1  return:{"code":0,"message":"对方不是自己人，你赢","data":"win"}
2021年10月22日0时26分49秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=358523023260812  return:{"code":0,"message":"获取局id成功","data":"f6ba4a9fb6624ef7a35a21a63ee71c98"}
2021年10月22日0时26分49秒	api_获取游戏对局ID  url:http://192.168.10.22:8003/api/user/matchNew?simulatorId=010305022787858  return:{"code":0,"message":"获取局id成功","data":"10850b65b50c496295eb8ae3bcbfdeb9"}
2021年10月22日0时26分41秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时26分41秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时26分41秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":0,"message":"可以报名","data":[]}
2021年10月22日0时26分13秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时26分13秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时26分13秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：3","data":[]}
2021年10月22日0时26分13秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010305022787858  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时26分12秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时26分12秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=010139026475479  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：2","data":[]}
2021年10月22日0时26分12秒	api_是否开始报名  url:http://192.168.10.22:8003/api/user/askForEnroll?simulatorId=358523023260812  return:{"code":-1,"message":"等待大家一起报名，小组请求报名的人数：1","data":[]}
2021年10月22日0时26分11秒	api_要进入的游戏类型  url:http://192.168.10.22:8003/api/user/matchJoin?simulatorId=010305022787858  return:{"code":0,"message":"获取游戏场次类型成功","data":{"placeType":4,"name":"二人"}}
